Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRI37,OUT045,841.5
FDQ12,OUT049,3737.25
FDE33,OUT046,1311.25
FDX27,OUT045,1513.5
FDM22,OUT017,1019.25
NCH30,OUT019,-100.75
FDC04,OUT017,3947.25
FDO38,OUT046,1319.25
FDV52,OUT027,3363.25
FDB32,OUT013,1539.75
FDV43,OUT018,493.25
FDI24,OUT018,2545.25
FDR40,OUT017,1499.25
FDW02,OUT049,2137.25
FDE44,OUT049,889.25
FDL38,OUT046,1519.25
NCT54,OUT010,-424.75
DRJ39,OUT010,1515.25
FDW55,OUT049,4073.25
DRF13,OUT019,403.25
NCW17,OUT049,2121.25
FDP13,OUT035,875.25
FDS08,OUT018,2493.25
NCP17,OUT035,1131.25
NCO53,OUT035,2971.25
FDH19,OUT045,2721.5
FDJ04,OUT017,2035.25
FDG10,OUT049,1097.25
FDA40,OUT010,-468.75
FDI53,OUT045,2561.5
FDU09,OUT010,-944.75
FDK60,OUT045,1577.5
FDR43,OUT017,707.25
FDW22,OUT017,3643.25
DRP47,OUT010,1995.25
DRG48,OUT010,379.25
FDA14,OUT035,2491.25
FDU49,OUT013,1475.75
FDK28,OUT045,4017.5
FDT19,OUT046,2807.25
NCQ42,OUT045,1897.5
FDD03,OUT045,3657.5
NCM53,OUT013,1691.75
NCX53,OUT045,2145.5
FDV14,OUT027,2851.25
NCZ54,OUT017,2627.25
FDB39,OUT013,931.75
DRC24,OUT046,2423.25
FDY36,OUT013,1227.75
FDN01,OUT035,2971.25
DRH25,OUT046,863.25
FDV08,OUT046,775.25
NCP53,OUT049,3817.25
FDU52,OUT010,587.25
NCI42,OUT045,3177.5
FDZ14,OUT035,2139.25
FDF11,OUT046,3871.25
FDQ13,OUT018,1117.25
FDO32,OUT010,-1144.75
DRJ37,OUT018,2113.25
FDY43,OUT046,2695.25
NCT41,OUT017,2499.25
NCV17,OUT045,2017.5
FDM04,OUT027,2387.25
DRB48,OUT018,365.25
FDM24,OUT013,2483.75
FDT37,OUT049,4121.25
NCO05,OUT010,-396.75
FDL13,OUT046,3759.25
FDL15,OUT017,2555.25
FDB11,OUT018,3249.25
FDL14,OUT019,667.25
FDY10,OUT019,-20.75
FDJ40,OUT049,1929.25
NCW18,OUT046,3711.25
NCY06,OUT013,2011.75
DRE13,OUT018,1069.25
FDA26,OUT045,3433.5
NCE19,OUT010,-1100.75
FDE33,OUT035,1499.25
DRL59,OUT027,2307.25
FDY07,OUT046,799.25
FDF57,OUT018,2469.25
FDM58,OUT035,1963.25
FDP26,OUT027,3123.25
FDY32,OUT046,2639.25
FDD51,OUT010,-1120.75
FDU22,OUT018,1625.25
FDZ49,OUT018,3253.25
NCI42,OUT017,3363.25
FDT04,OUT027,2099.25
NCU41,OUT045,2913.5
FDS56,OUT045,4153.5
NCN42,OUT017,2419.25
FDK34,OUT046,3791.25
FDB03,OUT017,3931.25
DRJ25,OUT035,923.25
FDT25,OUT027,3443.25
FDN20,OUT013,2691.75
FDP09,OUT013,3387.75
FDM20,OUT019,1987.25
NCG55,OUT046,1799.25
NCP14,OUT045,1569.5
NCH06,OUT046,3839.25
FDV52,OUT013,1923.75
NCL07,OUT035,795.25
DRJ11,OUT027,4435.25
DRO59,OUT013,1187.75
FDW15,OUT010,479.25
NCQ30,OUT035,2043.25
NCN54,OUT019,-692.75
FDY01,OUT027,3347.25
FDX39,OUT035,3571.25
FDH53,OUT027,2851.25
FDA57,OUT035,875.25
NCC07,OUT010,-252.75
FDU28,OUT013,3027.75
FDK36,OUT010,-1080.75
FDR36,OUT018,485.25
NCQ17,OUT035,2555.25
FDS28,OUT019,-916.75
FDE08,OUT045,2321.5
FDU22,OUT046,1943.25
FDG41,OUT045,1753.5
FDO31,OUT010,-592.75
FDM21,OUT019,2179.25
FDU40,OUT017,3179.25
FDV36,OUT018,1737.25
FDT10,OUT027,2483.25
FDX38,OUT045,801.5
NCU30,OUT027,4003.25
NCV06,OUT049,3097.25
FDT16,OUT035,4331.25
NCP41,OUT027,3139.25
FDZ56,OUT017,2811.25
FDC22,OUT035,3227.25
FDU10,OUT035,859.25
FDS46,OUT045,1881.5
FDO08,OUT049,2777.25
NCV42,OUT018,1429.25
FDP33,OUT035,4163.25
FDJ12,OUT046,3335.25
FDH04,OUT045,1449.5
NCU54,OUT013,3283.75
FDO36,OUT010,943.25
FDT37,OUT027,5491.25
FDD14,OUT010,1003.25
FDA16,OUT013,3499.75
NCS42,OUT019,-436.75
FDP10,OUT019,-204.75
FDQ28,OUT049,2569.25
FDK57,OUT010,15.25
FDK02,OUT013,1899.75
FDW47,OUT018,1657.25
NCC42,OUT018,1881.25
FDQ37,OUT018,2781.25
FDL40,OUT046,1567.25
DRE13,OUT010,-512.75
FDQ34,OUT027,3123.25
NCB54,OUT046,2023.25
FDS48,OUT049,2489.25
FDO15,OUT045,1177.5
NCT30,OUT013,715.75
FDU49,OUT027,2883.25
FDE21,OUT046,1879.25
FDS49,OUT019,-588.75
FDT38,OUT027,2851.25
FDZ01,OUT045,1649.5
FDC41,OUT035,1387.25
DRG13,OUT010,631.25
NCZ42,OUT018,3405.25
NCM07,OUT045,1281.5
NCV17,OUT018,1753.25
DRK39,OUT035,1459.25
FDS37,OUT018,1565.25
FDV12,OUT019,-260.75
NCG19,OUT018,3361.25
FDS51,OUT013,1043.75
NCO14,OUT046,695.25
FDC38,OUT046,2159.25
FDN15,OUT046,2271.25
NCH42,OUT013,3563.75
FDQ22,OUT046,671.25
FDC05,OUT013,3139.75
FDZ31,OUT013,3083.75
DRJ23,OUT049,3065.25
FDC52,OUT035,2619.25
DRD12,OUT010,-512.75
FDV55,OUT017,2443.25
FDD32,OUT046,1391.25
FDR01,OUT049,3337.25
FDY08,OUT019,379.25
FDQ45,OUT045,2937.5
DRN11,OUT027,3699.25
NCS05,OUT018,1809.25
FDY32,OUT035,2747.25
NCD31,OUT045,2529.5
NCE06,OUT049,2617.25
NCP14,OUT046,1615.25
NCF18,OUT019,1099.25
FDF14,OUT018,2137.25
FDB22,OUT017,2587.25
NCH54,OUT049,2569.25
FDU27,OUT035,1003.25
FDS58,OUT027,4035.25
NCU29,OUT035,2411.25
FDJ57,OUT013,3011.75
FDL56,OUT049,1497.25
FDH60,OUT035,3291.25
FDN24,OUT018,601.25
FDD02,OUT017,2059.25
FDP15,OUT017,4195.25
FDB28,OUT027,4579.25
DRC49,OUT045,2217.5
NCG30,OUT018,1621.25
FDJ14,OUT049,1433.25
FDL52,OUT045,633.5
NCG19,OUT027,5075.25
NCN41,OUT035,2075.25
FDW22,OUT013,3587.75
FDI02,OUT013,1843.75
FDV51,OUT045,2585.5
FDV48,OUT046,1359.25
NCL17,OUT019,323.25
FDP46,OUT045,1401.5
FDU10,OUT045,617.5
FDT37,OUT010,2139.25
FDI27,OUT035,987.25
FDN51,OUT046,4191.25
FDW07,OUT035,1595.25
FDN45,OUT049,3625.25
DRN37,OUT027,4051.25
DRF48,OUT049,3049.25
FDP38,OUT019,-996.75
NCX18,OUT027,4515.25
FDK45,OUT018,1565.25
FDZ37,OUT049,1545.25
FDS50,OUT018,3253.25
NCR54,OUT018,2749.25
NCS17,OUT035,1627.25
FDV31,OUT046,2847.25
DRE27,OUT017,1619.25
FDN60,OUT013,2547.75
FDK26,OUT013,2995.75
FDX37,OUT018,1333.25
FDW31,OUT046,3199.25
FDX26,OUT018,2625.25
DRL49,OUT019,363.25
FDU49,OUT017,1563.25
FDY58,OUT046,3647.25
FDN03,OUT045,3929.5
NCV06,OUT010,1079.25
FDH53,OUT045,1337.5
FDG31,OUT018,805.25
NCC06,OUT045,1961.5
FDS13,OUT049,4297.25
FDP16,OUT035,4059.25
FDA35,OUT013,1987.75
DRP47,OUT018,3657.25
FDY28,OUT010,1523.25
FDY20,OUT035,1667.25
NCH30,OUT017,1851.25
NCR29,OUT019,-988.75
NCP05,OUT013,2339.75
NCF30,OUT019,51.25
FDA08,OUT035,2835.25
FDN51,OUT027,5619.25
FDH12,OUT046,1743.25
FDY39,OUT017,3059.25
NCO53,OUT045,2793.5
FDB40,OUT046,2391.25
FDH02,OUT049,1593.25
FDY11,OUT027,2563.25
FDQ09,OUT019,-36.75
FDP16,OUT013,3915.75
NCF55,OUT018,253.25
FDY09,OUT027,4275.25
FDY39,OUT045,2889.5
NCU53,OUT049,2649.25
NCT41,OUT049,2457.25
FDJ45,OUT046,639.25
FDR28,OUT013,2651.75
FDN08,OUT013,1955.75
FDJ07,OUT049,1945.25
FDZ09,OUT027,4067.25
FDQ14,OUT017,2523.25
FDY12,OUT027,2323.25
FDK57,OUT046,1959.25
FDD20,OUT049,2089.25
FDS36,OUT018,1545.25
FDI40,OUT049,1785.25
FDJ40,OUT045,1769.5
FDE08,OUT013,2355.75
DRK01,OUT013,1515.75
FDC58,OUT049,841.25
FDE50,OUT046,3063.25
FDX48,OUT035,2635.25
DRM35,OUT018,2497.25
FDG41,OUT013,1803.75
FDB52,OUT046,4063.25
FDV19,OUT045,2521.5
DRG48,OUT017,2395.25
FDI26,OUT013,2883.75
FDU11,OUT019,67.25
FDF59,OUT019,179.25
FDR07,OUT049,1657.25
NCE06,OUT017,2635.25
FDE10,OUT046,2183.25
NCO55,OUT046,1711.25
FDZ13,OUT013,891.75
FDT50,OUT017,1723.25
FDH12,OUT010,-216.75
FDD21,OUT045,1865.5
NCM05,OUT013,4099.75
FDK04,OUT013,995.75
FDN33,OUT017,1707.25
NCM18,OUT010,-948.75
DRC25,OUT049,1449.25
FDT47,OUT017,1723.25
FDD45,OUT027,2995.25
NCD07,OUT018,1489.25
NCY54,OUT010,763.25
FDL12,OUT049,1129.25
FDL02,OUT017,1843.25
FDC60,OUT035,1659.25
FDR37,OUT017,3027.25
FDY16,OUT017,3083.25
FDU26,OUT045,1929.5
FDN24,OUT013,883.75
FDH44,OUT013,2427.75
FDE23,OUT010,-1096.75
FDW60,OUT017,2963.25
FDQ55,OUT049,2009.25
FDV32,OUT027,2483.25
FDV03,OUT010,567.25
FDY14,OUT010,2283.25
NCL55,OUT027,5395.25
DRF25,OUT017,739.25
FDX03,OUT046,815.25
FDF40,OUT045,3905.5
FDX24,OUT010,-420.75
FDA25,OUT049,1801.25
FDH21,OUT018,2249.25
FDB47,OUT010,1419.25
FDT34,OUT019,-196.75
FDS39,OUT010,351.25
NCU05,OUT046,1239.25
FDE02,OUT049,1609.25
FDL25,OUT035,1675.25
FDC50,OUT049,1609.25
FDZ32,OUT049,1865.25
FDV14,OUT045,1369.5
FDR07,OUT045,1513.5
FDB26,OUT049,1017.25
NCR50,OUT045,2329.5
FDP01,OUT018,2197.25
FDH57,OUT045,2057.5
FDM60,OUT027,2179.25
FDA45,OUT017,2883.25
FDU55,OUT017,4211.25
FDH40,OUT035,1547.25
FDG40,OUT019,-1284.75
FDT12,OUT049,3689.25
DRL59,OUT045,801.5
FDT47,OUT018,1357.25
FDI60,OUT017,1235.25
DRF51,OUT027,2035.25
NCK31,OUT049,889.25
FDB08,OUT045,2521.5
FDM44,OUT035,1811.25
FDD46,OUT018,2137.25
FDR27,OUT019,251.25
FDV56,OUT010,-116.75
FDM02,OUT049,1545.25
FDU45,OUT018,1569.25
FDZ10,OUT017,2131.25
NCK31,OUT010,-1128.75
FDR27,OUT035,2339.25
FDF33,OUT013,1763.75
FDJ36,OUT046,1727.25
FDP33,OUT049,4121.25
FDG17,OUT046,3935.25
FDG47,OUT027,5619.25
NCW29,OUT046,2023.25
DRH59,OUT017,1259.25
FDR32,OUT017,3787.25
FDP48,OUT035,3091.25
FDG17,OUT035,4075.25
DRJ59,OUT017,763.25
FDY48,OUT027,3123.25
FDB02,OUT046,2855.25
FDN10,OUT019,35.25
NCD55,OUT035,811.25
FDX34,OUT013,1963.75
FDZ38,OUT045,2681.5
DRF37,OUT049,4185.25
DRL47,OUT019,91.25
FDL27,OUT035,1227.25
NCP53,OUT035,3835.25
FDT03,OUT019,1067.25
FDJ28,OUT035,3211.25
FDF40,OUT018,3669.25
FDA32,OUT035,3595.25
NCP02,OUT017,1035.25
FDZ31,OUT045,3057.5
NCQ29,OUT013,4075.75
FDP57,OUT010,-220.75
FDL32,OUT027,3299.25
DRB01,OUT035,3155.25
FDJ40,OUT046,1831.25
FDO24,OUT018,2233.25
FDO11,OUT018,3673.25
FDA56,OUT035,2107.25
FDF02,OUT045,1641.5
FDA10,OUT013,1955.75
NCI55,OUT017,2019.25
FDZ40,OUT010,-1016.75
FDV08,OUT049,825.25
FDN48,OUT013,1467.75
FDU57,OUT017,2555.25
DRF49,OUT013,1803.75
FDS02,OUT035,3275.25
FDS43,OUT046,2991.25
FDT16,OUT013,4139.75
FDX19,OUT027,5139.25
FDK15,OUT046,1615.25
DRA12,OUT049,2313.25
FDY35,OUT017,923.25
NCU42,OUT013,2643.75
FDD26,OUT013,2979.75
FDR11,OUT018,2297.25
NCP53,OUT045,3673.5
FDP34,OUT045,2441.5
NCV41,OUT019,-148.75
FDN20,OUT018,2373.25
FDZ16,OUT018,2797.25
FDZ28,OUT049,2169.25
NCL55,OUT013,3947.75
NCJ17,OUT046,1335.25
FDT37,OUT046,4063.25
FDV51,OUT049,2777.25
FDZ28,OUT035,2259.25
FDN27,OUT013,1899.75
FDS14,OUT019,659.25
FDZ58,OUT045,1921.5
FDD46,OUT046,2487.25
FDJ03,OUT035,1011.25
FDU03,OUT010,975.25
FDA33,OUT027,3827.25
NCW53,OUT035,3131.25
NCC55,OUT017,699.25
FDP52,OUT019,1803.25
FDE39,OUT049,2041.25
FDB44,OUT035,3507.25
FDG59,OUT013,651.75
FDI05,OUT013,1251.75
FDF59,OUT045,2009.5
FDM39,OUT019,995.25
FDB14,OUT013,1515.75
NCS05,OUT019,227.25
DRJ35,OUT045,937.5
FDO31,OUT019,-524.75
FDA31,OUT046,2775.25
FDX40,OUT049,745.25
FDW56,OUT045,3001.5
FDH09,OUT018,577.25
FDA52,OUT019,955.25
FDF20,OUT019,1275.25
FDE40,OUT046,1063.25
NCU17,OUT046,1575.25
NCP14,OUT035,1803.25
FDN25,OUT027,2435.25
FDU39,OUT049,1081.25
NCM05,OUT017,4243.25
FDU07,OUT017,2507.25
FDF28,OUT049,2169.25
FDR57,OUT049,2681.25
FDJ33,OUT013,2019.75
DRH23,OUT035,1019.25
FDQ52,OUT046,3943.25
DRK13,OUT035,3235.25
FDP09,OUT046,3383.25
FDR08,OUT027,3219.25
FDV50,OUT045,1913.5
FDT13,OUT049,3113.25
FDJ27,OUT027,3123.25
FDH21,OUT046,2527.25
FDW14,OUT027,2931.25
FDL52,OUT049,809.25
FDW28,OUT017,3235.25
FDL40,OUT049,1673.25
FDE24,OUT046,2287.25
FDX35,OUT049,3737.25
FDP46,OUT017,1555.25
FDX56,OUT045,3257.5
FDQ45,OUT049,3097.25
FDK50,OUT027,4035.25
FDY26,OUT045,3337.5
FDQ09,OUT017,1963.25
FDN39,OUT049,2825.25
FDP13,OUT017,843.25
FDR51,OUT013,2427.75
FDZ49,OUT010,1567.25
FDL28,OUT018,3389.25
FDZ10,OUT035,2171.25
FDK38,OUT013,2379.75
DRL49,OUT027,3699.25
FDR15,OUT013,2499.75
FDQ24,OUT035,4139.25
FDD56,OUT013,2851.75
NCR42,OUT046,535.25
FDH52,OUT045,1041.5
FDH57,OUT019,227.25
FDR15,OUT010,627.25
FDJ34,OUT035,2203.25
FDW37,OUT035,1643.25
FDQ23,OUT018,1361.25
FDP34,OUT013,2515.75
FDE04,OUT027,4371.25
FDC48,OUT045,1281.5
FDA47,OUT019,739.25
FDI35,OUT018,2577.25
NCV05,OUT013,2443.75
FDR28,OUT045,2577.5
FDH31,OUT017,1755.25
FDP59,OUT019,-148.75
FDS19,OUT018,997.25
FDM60,OUT045,697.5
FDJ44,OUT018,2497.25
DRH51,OUT017,1475.25
DRC25,OUT017,1467.25
DRE25,OUT013,1467.75
NCX05,OUT049,1881.25
FDR11,OUT017,2667.25
DRP47,OUT045,3849.5
DRC49,OUT019,379.25
FDQ47,OUT027,2099.25
FDL20,OUT013,1787.75
FDM34,OUT035,2251.25
NCN55,OUT013,3731.75
FDD41,OUT035,1883.25
FDE52,OUT049,1609.25
NCT18,OUT019,915.25
FDJ32,OUT018,705.25
FDE16,OUT046,3359.25
FDZ09,OUT045,2537.5
DRZ11,OUT046,1983.25
FDK41,OUT049,1497.25
FDE56,OUT049,1129.25
FDH34,OUT013,2971.75
DRI49,OUT013,1259.75
DRI59,OUT046,3535.25
DRC36,OUT049,2857.25
FDS15,OUT019,-124.75
FDI07,OUT018,2865.25
FDZ15,OUT018,1629.25
NCX41,OUT027,4739.25
NCO29,OUT019,723.25
FDF57,OUT013,2723.75
FDI33,OUT035,1643.25
DRJ47,OUT049,2793.25
FDB34,OUT046,1431.25
FDY22,OUT027,3763.25
DRL11,OUT017,2603.25
FDY46,OUT035,3155.25
FDG17,OUT013,3899.75
FDE52,OUT018,1193.25
DRP47,OUT027,5363.25
FDO01,OUT010,175.25
FDL09,OUT046,2743.25
FDR57,OUT013,2571.75
DRD37,OUT035,931.25
FDQ36,OUT027,2147.25
FDL33,OUT049,3225.25
FDL48,OUT045,817.5
FDL28,OUT049,3785.25
NCN29,OUT046,767.25
FDO13,OUT035,2811.25
FDB38,OUT045,2569.5
FDI36,OUT035,3307.25
FDI58,OUT035,1675.25
FDH22,OUT018,1773.25
FDQ27,OUT013,1747.75
FDT33,OUT046,2711.25
FDC56,OUT045,1865.5
FDF14,OUT046,2503.25
FDQ39,OUT017,3171.25
NCM43,OUT017,2683.25
FDS46,OUT035,2123.25
FDI22,OUT049,3385.25
NCE43,OUT045,2601.5
FDZ36,OUT010,1079.25
FDR13,OUT019,43.25
FDP46,OUT018,1161.25
FDW56,OUT019,1171.25
FDB40,OUT017,2491.25
FDM28,OUT018,2557.25
FDV49,OUT013,4187.75
NCS53,OUT018,2145.25
FDO03,OUT049,3753.25
FDT15,OUT035,3115.25
FDD33,OUT049,3737.25
FDX13,OUT017,4091.25
FDH60,OUT013,3171.75
DRH51,OUT046,1367.25
NCL07,OUT049,761.25
FDW51,OUT045,3377.5
FDF21,OUT019,1155.25
FDH26,OUT019,419.25
FDJ03,OUT049,985.25
FDU35,OUT017,1707.25
DRL01,OUT018,3361.25
FDE59,OUT045,585.5
FDI60,OUT035,1259.25
DRH39,OUT035,1371.25
FDK36,OUT049,937.25
FDN52,OUT045,1369.5
FDU12,OUT017,4307.25
NCT05,OUT027,5443.25
FDS37,OUT027,3347.25
FDK24,OUT017,899.25
DRF36,OUT013,3003.75
FDN46,OUT010,-264.75
NCN06,OUT045,2473.5
FDD59,OUT035,1515.25
FDM14,OUT045,1721.5
FDO10,OUT018,693.25
FDU35,OUT013,1595.75
NCA30,OUT018,2633.25
NCO41,OUT049,1625.25
FDI24,OUT046,2815.25
FDZ16,OUT046,3095.25
FDV47,OUT046,1367.25
FDV16,OUT045,585.5
FDZ22,OUT035,1499.25
FDO20,OUT010,2107.25
FDW38,OUT013,971.75
FDW52,OUT045,2601.5
FDT43,OUT019,-996.75
NCS29,OUT045,4073.5
NCC31,OUT017,2531.25
FDA21,OUT017,3091.25
FDQ55,OUT046,1935.25
NCE54,OUT049,1273.25
FDD45,OUT017,1635.25
NCP17,OUT017,1115.25
FDR47,OUT035,3219.25
DRM35,OUT013,2779.75
FDR47,OUT019,1203.25
FDX19,OUT010,1771.25
FDV22,OUT027,4003.25
FDQ46,OUT027,3235.25
DRO47,OUT045,1705.5
FDB44,OUT010,1435.25
FDN02,OUT010,1331.25
FDW10,OUT045,2729.5
FDJ41,OUT019,2283.25
FDM50,OUT046,1031.25
FDW10,OUT035,2971.25
FDY48,OUT049,1753.25
NCE30,OUT027,4755.25
FDO04,OUT045,905.5
FDQ26,OUT010,-920.75
NCX29,OUT018,1981.25
FDE39,OUT046,1919.25
NCR54,OUT027,4483.25
NCP55,OUT027,2339.25
FDX22,OUT017,3515.25
FDI05,OUT035,1403.25
FDC51,OUT027,3507.25
FDC10,OUT013,1963.75
FDJ46,OUT045,2729.5
FDV10,OUT010,-1128.75
FDX12,OUT027,5331.25
FDL43,OUT019,-588.75
DRB13,OUT046,3023.25
FDF59,OUT027,3507.25
FDT35,OUT049,2793.25
NCJ19,OUT035,1051.25
FDT35,OUT018,2445.25
FDI48,OUT046,895.25
DRC24,OUT019,523.25
NCZ05,OUT017,1723.25
FDJ57,OUT049,3097.25
FDX11,OUT017,3051.25
FDE09,OUT035,1955.25
NCK06,OUT049,1977.25
DRE37,OUT017,3083.25
FDV56,OUT046,1775.25
FDY43,OUT017,2779.25
FDV35,OUT013,2443.75
FDF05,OUT019,2275.25
FDA36,OUT035,3083.25
FDS13,OUT027,5603.25
FDU47,OUT013,2307.75
FDI36,OUT010,1227.25
FDH48,OUT046,1431.25
FDZ14,OUT013,2003.75
FDS46,OUT013,1987.75
FDE21,OUT017,2027.25
FDA26,OUT049,3625.25
FDV12,OUT046,1671.25
FDL46,OUT019,-4.75
FDN57,OUT013,2291.75
NCJ18,OUT017,1931.25
FDO36,OUT045,2809.5
FDX55,OUT018,3129.25
FDT25,OUT019,115.25
FDD16,OUT049,1321.25
NCX18,OUT013,3059.75
NCG55,OUT018,1497.25
NCV18,OUT049,1385.25
NCS18,OUT035,1835.25
FDC37,OUT045,1689.5
FDE47,OUT046,2015.25
DRG49,OUT019,1963.25
FDC39,OUT049,3369.25
FDH24,OUT019,683.25
FDV39,OUT027,4611.25
NCL17,OUT045,2185.5
NCY53,OUT035,1915.25
FDH52,OUT013,1099.75
NCD19,OUT018,557.25
FDI44,OUT046,1263.25
DRD49,OUT027,5155.25
FDN08,OUT035,2107.25
FDO20,OUT027,5475.25
FDY02,OUT046,4191.25
FDX23,OUT045,1481.5
FDX01,OUT017,1995.25
FDH20,OUT027,3059.25
NCX41,OUT017,3419.25
FDD21,OUT027,3347.25
DRH11,OUT019,-1012.75
DRE60,OUT018,3217.25
FDB10,OUT013,3755.75
FDH38,OUT013,1915.75
NCL07,OUT018,317.25
FDD48,OUT046,1855.25
NCT54,OUT027,2899.25
FDF32,OUT027,4611.25
DRH51,OUT045,1329.5
DRG03,OUT035,2587.25
NCY42,OUT019,363.25
FDH32,OUT017,1659.25
NCJ06,OUT027,3331.25
FDH47,OUT027,3059.25
FDZ08,OUT018,1077.25
FDK16,OUT017,1659.25
DRG01,OUT018,909.25
NCM53,OUT027,3091.25
NCB07,OUT035,3211.25
NCZ06,OUT035,4091.25
FDU48,OUT049,2185.25
NCB55,OUT027,2355.25
FDP15,OUT013,4083.75
FDF17,OUT046,3143.25
NCN06,OUT049,2649.25
DRM48,OUT018,313.25
FDH10,OUT046,3063.25
FDC60,OUT018,1177.25
FDE35,OUT018,725.25
DRI23,OUT013,2531.75
NCR38,OUT013,3939.75
FDP04,OUT035,1195.25
NCW17,OUT045,1977.5
FDX34,OUT017,2083.25
NCK53,OUT045,1481.5
NCO54,OUT010,-1040.75
NCH55,OUT046,1999.25
FDT44,OUT027,3331.25
DRG49,OUT046,3815.25
FDX46,OUT010,-920.75
DRG36,OUT049,2761.25
FDU37,OUT049,1449.25
FDK10,OUT049,3033.25
DRF37,OUT027,5523.25
FDC44,OUT035,1955.25
FDP15,OUT046,4079.25
FDZ27,OUT027,2291.25
FDY22,OUT019,435.25
DRG51,OUT035,2763.25
FDN58,OUT045,3689.5
FDW01,OUT049,2553.25
FDX24,OUT018,1241.25
FDO51,OUT017,891.25
FDJ52,OUT027,4035.25
NCY06,OUT010,95.25
FDE20,OUT018,2437.25
FDT23,OUT010,-632.75
FDQ51,OUT046,887.25
FDE35,OUT046,1055.25
FDB46,OUT013,3411.75
NCG19,OUT035,3771.25
NCL06,OUT018,3757.25
FDT36,OUT019,-1268.75
FDC56,OUT049,2041.25
FDJ26,OUT049,3529.25
FDZ59,OUT017,2827.25
FDV11,OUT027,4291.25
FDR13,OUT010,-12.75
FDI15,OUT018,3861.25
FDF47,OUT018,3241.25
NCB54,OUT019,147.25
NCK19,OUT027,4435.25
FDX16,OUT017,2531.25
FDL50,OUT045,2017.5
NCE31,OUT035,683.25
DRJ01,OUT049,2617.25
FDE22,OUT013,2571.75
FDY20,OUT019,-388.75
NCO14,OUT045,649.5
NCR50,OUT017,2475.25
DRM47,OUT017,3115.25
FDO27,OUT010,-352.75
FDJ20,OUT027,3491.25
NCX17,OUT013,3643.75
FDG59,OUT049,729.25
FDD52,OUT045,1721.5
FDO48,OUT017,3675.25
FDC59,OUT019,-772.75
FDS15,OUT018,1489.25
FDB47,OUT035,3499.25
FDV14,OUT019,-444.75
FDB27,OUT013,3107.75
FDA35,OUT035,2187.25
FDN51,OUT018,3881.25
FDO39,OUT019,1043.25
FDB28,OUT049,3241.25
DRJ25,OUT046,791.25
FDH46,OUT027,3123.25
FDI10,OUT045,2729.5
FDU21,OUT018,317.25
FDD09,OUT049,2969.25
FDD10,OUT046,2903.25
FDN31,OUT010,1119.25
FDA46,OUT018,2821.25
FDM56,OUT046,1759.25
FDF11,OUT010,1919.25
FDS32,OUT018,1989.25
NCM06,OUT013,2379.75
FDZ26,OUT045,3769.5
FDO01,OUT013,2131.75
FDJ46,OUT049,2873.25
FDG26,OUT019,2211.25
FDZ38,OUT035,2939.25
NCO55,OUT013,1635.75
FDT60,OUT035,2147.25
FDW37,OUT049,1577.25
NCK42,OUT018,3061.25
FDA45,OUT046,2791.25
FDW55,OUT018,3717.25
FDY44,OUT017,3275.25
FDQ31,OUT017,1555.25
FDM09,OUT049,2857.25
FDH12,OUT018,1409.25
NCQ43,OUT035,1859.25
FDT33,OUT035,2859.25
NCT41,OUT018,2049.25
DRJ25,OUT010,-1144.75
NCQ41,OUT046,3079.25
NCN17,OUT049,1673.25
DRO35,OUT027,3299.25
FDU27,OUT018,545.25
FDY43,OUT027,4147.25
FDG46,OUT035,2059.25
DRL49,OUT018,1965.25
NCB55,OUT049,985.25
FDK28,OUT049,4201.25
FDO49,OUT045,825.5
FDT03,OUT013,2907.75
FDW33,OUT027,3139.25
FDR02,OUT035,1947.25
FDF50,OUT013,3147.75
FDA40,OUT018,1181.25
NCT53,OUT018,2281.25
FDY60,OUT035,2475.25
FDP44,OUT027,3155.25
NCQ50,OUT045,3273.5
NCC30,OUT017,2891.25
FDQ60,OUT018,1681.25
FDG41,OUT046,1815.25
FDQ03,OUT046,3799.25
FDM03,OUT045,1665.5
FDZ51,OUT018,1265.25
DRF51,OUT035,763.25
FDF39,OUT017,4291.25
FDW52,OUT035,2795.25
FDY22,OUT049,2441.25
FDG14,OUT013,2443.75
FDA57,OUT017,803.25
FDL45,OUT019,171.25
FDX28,OUT046,1591.25
NCQ54,OUT013,2651.75
FDH40,OUT045,1305.5
FDU52,OUT035,2667.25
FDT60,OUT010,63.25
FDK08,OUT045,1593.5
FDN04,OUT049,3001.25
FDE50,OUT013,3027.75
FDI16,OUT049,985.25
FDM50,OUT049,1145.25
NCV30,OUT049,1065.25
FDT44,OUT013,1867.75
FDY60,OUT013,2371.75
FDT56,OUT017,1123.25
FDV58,OUT018,2793.25
FDU04,OUT013,1995.75
NCN05,OUT027,4339.25
FDI53,OUT018,2313.25
FDD34,OUT046,2647.25
FDW47,OUT027,3443.25
FDT51,OUT027,3299.25
FDO27,OUT013,1587.75
NCQ18,OUT018,1277.25
NCW05,OUT013,1683.75
FDI15,OUT010,2243.25
NCH43,OUT010,1455.25
FDT40,OUT049,2121.25
NCG19,OUT017,3715.25
NCM30,OUT035,787.25
FDB38,OUT017,2675.25
FDB22,OUT046,2471.25
FDC58,OUT046,767.25
NCI29,OUT013,2195.75
FDA23,OUT010,-292.75
DRG48,OUT013,2267.75
FDV21,OUT013,2003.75
NCG18,OUT019,-284.75
FDG40,OUT045,553.5
FDU24,OUT018,1273.25
